name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Walk to WTC from a Family Apartment in a Trendy Neighborhood,10802698,Hector,Benito Juárez,19.38837,-99.1739,Entire home/apt,1649,2,166,1.91,2,18
Charming Apt in the best location,1326107,Jacqueline,Cuauhtémoc,19.41294,-99.15667,Entire home/apt,997,5,36,0.42,4,328
"Sunny, quiet room next to UNAM",5324891,Maria Candela,Coyoacán,19.33496,-99.16153,Private room,577,1,1,0.01,3,365
"Sunny, quiet room near UNAM",5324891,Maria Candela,Coyoacán,19.33484,-99.1621,Private room,495,1,3,0.03,3,365
PASEO DE LA REFORMA+GYM+POOL,110218260,Elizabeth,Cuauhtémoc,19.43339,-99.15467,Entire home/apt,1219,2,291,3.32,2,352
Bright and beautiful apt Narvarte,1979548,Oscar,Benito Juárez,19.38198,-99.15204,Entire home/apt,1780,3,40,0.57,2,363
Green & cozy oasis at city rooftop,11161077,Ilián,Benito Juárez,19.39402,-99.15869,Private room,453,2,59,0.72,1,360
Bright Downtown Terrace Loft,9350608,Jessis And Friends,Cuauhtémoc,19.42831,-99.13497,Entire home/apt,1030,2,132,1.53,3,363
"CONDESA moderno loft, alberca, gimnasio e Internet 200 Megas, Ideal Ejecutivos!",7165956,Elena,Cuauhtémoc,19.41689,-99.17792,Entire home/apt,1400,30,242,2.98,3,280
Nice room near colonia Condesa,11528964,Adriana,Miguel Hidalgo,19.40252,-99.18273,Private room,260,5,32,0.48,2,365
Comfy room in polanco,11668406,Plinio,Miguel Hidalgo,19.43793,-99.20905,Private room,723,15,13,0.15,1,267
Feel like in your own apartment,10211713,Karla,Cuauhtémoc,19.42054,-99.17074,Entire home/apt,1000,5,283,3.25,1,335
Luxury apartments in Roma/Condesa,8618270,Benjamin And Martha,Cuauhtémoc,19.41767,-99.16652,Entire home/apt,1250,3,5,0.06,4,365
GREAT PLACE TO STAY @ POLANCO MEX,11736749,Francisco,Miguel Hidalgo,19.42887,-99.17651,Private room,579,1,214,2.46,3,365
BRIGHT & MODERN TWO LEVEL PENTHOUSE,3887359,Sergio,Cuauhtémoc,19.42589,-99.16634,Entire home/apt,1143,1,229,2.68,1,142
Luxury Studios in Roma/Condesa,8618270,Benjamin And Martha,Cuauhtémoc,19.418,-99.16532,Entire home/apt,1000,3,5,0.06,4,365
2 beds & private bathroom in Downtown,11841732,Karla,Cuauhtémoc,19.42792,-99.13794,Private room,473,1,123,1.8,2,361
Room for rent in Mexico City,11979276,(Email hidden by Airbnb),Benito Juárez,19.39783,-99.17294,Private room,500,3,0,0.0,1,365
GREAT LOCATED PRV8 ROOM!!,12000140,Paco&Luis,Benito Juárez,19.37069,-99.1446,Private room,621,2,13,0.16,3,364
Habitación independiente,12099564,Salvador,Benito Juárez,19.37894,-99.17519,Private room,500,1,0,0.0,1,0
Cultural area of Mexico City,11928644,Omar  Josué,Coyoacán,19.30729,-99.16962,Private room,213,7,9,0.13,2,365
Excellent location renovated Apt. Roma/Condesa 1,7729316,Yaniv,Cuauhtémoc,19.4171,-99.1725,Entire home/apt,902,1,93,2.12,3,105
En el corazón de la escandón,9931809,,Miguel Hidalgo,19.40171,-99.17793,Private room,300,2,39,0.46,1,365
Best Location - HISTORIC CENTER REFORMA SECURE 105,2872228,Bruce,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,822,3,11,0.13,6,0
Colonial Suite,12389380,Olivia,Cuauhtémoc,19.43794,-99.13644,Entire home/apt,2031,3,24,0.28,3,365
Best Views in the heart of Condesa,11926583,Gumaro,Cuauhtémoc,19.40987,-99.1798,Entire home/apt,1643,4,70,0.83,2,155
"Cozy green apartment near Coyoacán center, CDMX",12497740,Joaquin,Benito Juárez,19.36229,-99.17355,Entire home/apt,1010,20,11,0.24,1,358
* Zen Loft *,8324471,Maria,Miguel Hidalgo,19.41245,-99.18961,Entire home/apt,1137,4,34,0.4,1,363
Loft in the fun part of Condesa,9852611,Rebeca,Cuauhtémoc,19.41059,-99.17501,Entire home/apt,1075,2,133,1.55,2,365
Casa El Santo,12389380,Olivia,Cuauhtémoc,19.43815,-99.13644,Entire home/apt,1429,3,38,0.45,3,361
"casa en el sur, zona coyoacan",12829914,Maluz,Coyoacán,19.3183,-99.16781,Private room,208,1,46,0.56,1,363
Room in new apartment of 1250ft²,3729922,Pedro,Benito Juárez,19.39309,-99.15082,Private room,350,30,0,0.0,1,365
"Villa María, Heart of Coyoacan",5870021,Minerva,Coyoacán,19.35418,-99.16338,Private room,825,1,62,0.73,5,352
Art Deco in Condesa King,12910391,Alejandro,Cuauhtémoc,19.41356,-99.17586,Private room,1231,2,75,1.02,3,338
Beautiful Hideaway in Historic Building Across from the Park,12992813,Roberto,Cuauhtémoc,19.42256,-99.16074,Entire home/apt,1853,2,242,3.1,3,355
BALCONY & PRIVATE ROOFTOP Luminous 60Mb WIFI speed,4796027,Marco,Cuauhtémoc,19.4218,-99.16474,Entire home/apt,1793,2,163,2.05,3,242
"Safe, cozy, excelent location",12934396,Monique,Cuauhtémoc,19.40608,-99.17845,Entire home/apt,1137,3,66,0.79,1,180
Amplio espacio con 2 habitaciones.,13007874,Eduardo,Coyoacán,19.3451,-99.16039,Entire home/apt,1134,3,27,0.36,3,362
Two rooms in Narvarte apartment,13036898,Luis,Benito Juárez,19.3958,-99.1521,Private room,250,5,3,0.04,1,365
1BR Studio in the heart of Coyoacan,7520833,,Coyoacán,19.34705,-99.16738,Entire home/apt,500,2,37,0.44,2,363
Luxury Apt. at Paseo de la Reforma,11513316,Fernando,Cuauhtémoc,19.42574,-99.16625,Entire home/apt,1698,2,190,2.67,1,336
Apartamento con terraza en Coyoacán.,13007874,Eduardo,Coyoacán,19.34535,-99.16106,Entire home/apt,1340,1,14,0.17,3,365
Amazing room in Center of Coyoacán,333463,L.,Coyoacán,19.35012,-99.15671,Private room,206,2,10,0.12,1,362
Luxury Apartments in Roma/Condesa,8618270,Benjamin And Martha,Cuauhtémoc,19.41728,-99.16635,Entire home/apt,1250,3,3,0.04,4,365
Habitación y estudio con TV,10633036,Marcela,Miguel Hidalgo,19.40953,-99.18697,Private room,737,2,16,0.24,1,89
Charming room Center Coyoacan FRIDA,13530256,Pilar,Coyoacán,19.338,-99.15243,Private room,515,2,37,0.45,2,364
Big apartment Condesa México City,13776595,Raúl,Cuauhtémoc,19.4063,-99.17102,Private room,937,2,77,0.91,1,363
A small independent space,13833034,Gabriele,Miguel Hidalgo,19.41814,-99.18055,Private room,486,5,10,0.12,1,84
Room in best area Mexico City,13546932,Jorge,Miguel Hidalgo,19.43242,-99.19022,Private room,950,2,1,0.03,2,0
BIG & CHEAP DOWNTN FLAT ALL FOR YOU,13894824,Marcye,Cuauhtémoc,19.43523,-99.15151,Entire home/apt,316,3,24,0.29,5,328
Reforma a la puerta. Zona Rosa.,2333285,Hilda,Cuauhtémoc,19.42547,-99.16954,Private room,1846,3,0,0.0,1,0
Sunny and cozy flat in Del Valle,2502443,Roberta,Benito Juárez,19.37783,-99.16852,Entire home/apt,800,7,6,0.1,1,35
Great apartment Mexico city center,13969223,Lupita,Cuauhtémoc,19.44551,-99.15605,Entire home/apt,887,2,67,0.86,1,178
Habitación en la Narvarte,9228767,José,Benito Juárez,19.38734,-99.15225,Private room,514,1,0,0.0,1,0
Hermosa casa estilo chalet a 7mins de Santa Fe,13973690,Helen,Cuajimalpa de Morelos,19.35052,-99.29163,Entire home/apt,2000,2,16,1.12,1,252
Estudio  con baño privado. Entrada Independiente,14047971,Mari Carmen,Benito Juárez,19.37542,-99.17232,Private room,270,3,27,0.51,1,163
50% Off Dtown Terrace & Kitchen Speedy Up 30 MBPS,5755202,Andres,Venustiano Carranza,19.41833,-99.11802,Entire home/apt,1463,1,107,1.44,42,88
Cuarto en la Juárez,14266395,Lucas,Cuauhtémoc,19.42793,-99.15546,Private room,650,3,0,0.0,1,365
"2BD, 2 Queen size beds, 2 bathrooms, security 24hr",14291448,Miguel,Benito Juárez,19.37892,-99.1889,Entire home/apt,706,3,23,0.58,1,303
COZY LOFT IN A UNIQUE LOCATION,7950965,Leticia,Miguel Hidalgo,19.43,-99.17411,Entire home/apt,729,5,74,0.99,1,169
Sofa-cama en Narvarte DF,13110261,Fernando,Benito Juárez,19.39633,-99.1517,Shared room,616,1,0,0.0,1,0
Luxury Studios in Roma/Condesa,8618270,Benjamin And Martha,Cuauhtémoc,19.41875,-99.16545,Entire home/apt,1000,3,5,0.06,4,365
Bello Departamento Parques Polanco,14510906,Ernesto,Miguel Hidalgo,19.44181,-99.18754,Entire home/apt,1443,3,18,0.22,1,363
"Villa Patricia, Heart of Coyoacan",5870021,Minerva,Coyoacán,19.35445,-99.16251,Private room,950,1,24,0.3,5,355
"Villa Conchita, Heart of Coyoacan",5870021,Minerva,Coyoacán,19.35472,-99.16258,Private room,950,1,53,0.64,5,352
Dormitorio con baño privado en Anzures-CDMX,14636903,Mericia,Miguel Hidalgo,19.4321,-99.17323,Private room,400,7,216,3.63,1,53
,13546932,Jorge,Miguel Hidalgo,19.43215,-99.19087,Private room,1666,1,0,0.0,2,365
Private Room with perfect location,4093881,Marco Y David,Cuauhtémoc,19.42963,-99.17329,Private room,437,2,27,0.4,1,179
2 bedroom apt in Colonia Juarez,2281290,Suites,Cuauhtémoc,19.42642,-99.1595,Hotel room,683,2,4,0.16,50,175
Departamento Superior Roma/ Norte- Sanitized,2281290,Suites,Cuauhtémoc,19.42536,-99.16043,Entire home/apt,522,1,34,0.41,50,364
Cuarto en Lomas Virreyes con vista a Chapultepec,14905408,Martin,Miguel Hidalgo,19.42312,-99.20636,Private room,770,3,11,0.59,3,365
Nice room near downtown & Coyoacan,12698417,Juve,Coyoacán,19.33643,-99.13076,Shared room,285,2,0,0.0,1,0
Studio Downtown Historic Coyoacan,14993631,Lucrecia,Coyoacán,19.34682,-99.16616,Entire home/apt,449,2,67,1.77,1,214
PRECIOSO APARTAMENTO DE 70 M2,13709233,,Benito Juárez,19.36295,-99.15335,Entire home/apt,820,3,54,0.66,2,1
Cozy house with ROOF GARDEN,14170388,Ainara,Benito Juárez,19.38974,-99.18328,Private room,333,7,32,0.39,3,360
1 bedroom apaprtment hotel style service,15219834,Enrique Y Ricardo,Miguel Hidalgo,19.43487,-99.20645,Entire home/apt,1525,2,63,0.76,25,364
Departamento de Lujo en Polanco,15219834,Enrique Y Ricardo,Miguel Hidalgo,19.43105,-99.20278,Entire home/apt,1420,2,26,0.33,25,365
Departamento Bosque de Duraznos,15219834,Enrique Y Ricardo,Miguel Hidalgo,19.40522,-99.24098,Entire home/apt,930,2,14,0.18,25,347
luxury apartment in Palmas,15219834,Enrique Y Ricardo,Miguel Hidalgo,19.42504,-99.22547,Entire home/apt,1832,2,22,0.26,25,365
rooms & bed & bathroom,15227398,Rafael,Cuauhtémoc,19.41129,-99.14497,Private room,350,1,0,0.0,1,0
apartamento de lujo en Palmas,15219834,Enrique Y Ricardo,Miguel Hidalgo,19.42416,-99.22405,Entire home/apt,1214,2,28,0.36,25,365
Luxury apartment in Bosques,15219834,Enrique Y Ricardo,Miguel Hidalgo,19.4017,-99.25329,Entire home/apt,1831,2,54,0.65,25,364
Bonita Casa con Roof Garden.Habitación interesante,14170388,Ainara,Benito Juárez,19.39012,-99.18337,Private room,285,7,25,0.31,3,175
Your Home in Mexico City,15200931,Elton Jean,Miguel Hidalgo,19.44336,-99.20072,Entire home/apt,992,2,80,0.96,2,356
Cute and cosy downtown suite,9350608,Jessis And Friends,Cuauhtémoc,19.42854,-99.13592,Entire home/apt,660,3,72,0.87,3,333
2 twins bed confortable bedroom (WTC-PEPSI CENTER),1979000,Mech,Benito Juárez,19.39171,-99.17506,Private room,350,1,30,0.84,4,330
#Incredible location & cozy home!!!,15451517,Casa De Mi Morenita,Cuauhtémoc,19.42182,-99.15899,Entire home/apt,937,2,95,1.16,1,317
BEAUTIFUL ROOM IN TRENDY CONDESA...,1969996,Gloria,Cuauhtémoc,19.40646,-99.17588,Private room,842,1,6,0.08,5,0
Luxury Studio Apartment Palmas,15219834,Enrique Y Ricardo,Miguel Hidalgo,19.42503,-99.22601,Entire home/apt,1113,2,31,0.45,25,365
Beautiful restored 40s apartment in Polanco♥,15563543,Rodrigo,Miguel Hidalgo,19.42863,-99.19304,Entire home/apt,1437,2,153,1.9,1,89
Barrio tranquilo ubicado y seguro.,15329677,Damián,Benito Juárez,19.40233,-99.14822,Private room,700,2,0,0.0,1,0
In the heart of Polanco,12215962,Valentín,Miguel Hidalgo,19.43242,-99.19045,Entire home/apt,2000,5,13,0.16,2,5
ROOM FOR RENT IN TRENDY CONDESA....,1969996,Gloria,Miguel Hidalgo,19.40492,-99.17737,Private room,842,3,11,0.16,5,234
beatiful two bedroom apartment,15981957,Carlos,Cuauhtémoc,19.41121,-99.15957,Entire home/apt,1447,2,121,1.46,2,75
"CENTRE, SPACIOUS  SECURE, Tours 306⚡",2872228,Bruce,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,1319,3,35,0.46,6,216
Cama dormitorio compartido,8539814,Bernardo,Cuauhtémoc,19.41907,-99.17129,Shared room,246,1,16,0.32,7,365
Casa con dos dormitorios 9 personas,8539814,Bernardo,Cuauhtémoc,19.41798,-99.17052,Entire home/apt,170,1,33,0.43,7,365
Studio con servicios incluidos,15219834,Enrique Y Ricardo,Miguel Hidalgo,19.40306,-99.24098,Entire home/apt,762,2,33,0.5,25,365
Enjoy the heart of Mexico City,145555472,Axel,Cuauhtémoc,19.43392,-99.13742,Entire home/apt,550,10,30,0.37,1,88
Great apartment in Condesa + Pool + Parking,25284130,Yhara,Cuauhtémoc,19.41718,-99.17407,Entire home/apt,2256,2,181,3.21,3,316
❣️16€ X PER THE PLACE TO MEET YOUR EXPECTATIONS!!!,13894824,Marcye,Cuauhtémoc,19.43348,-99.14837,Entire home/apt,344,3,42,0.63,5,75
Apartment for your Pleasure or Business Trip (A),12682760,Isaul,Miguel Hidalgo,19.45688,-99.21323,Entire home/apt,798,20,69,1.25,2,90
,15831595,UrsuLa Pamela,Miguel Hidalgo,19.40114,-99.17772,Shared room,1027,1,0,0.0,1,0
UNIQUE 2 BDRM/2 BATH IN ROMA W. LOTS OF LIGHT,16476290,Nayeli,Cuauhtémoc,19.41048,-99.16375,Entire home/apt,1343,3,27,0.39,1,28
Private room In well located apt.,13080645,David,Cuauhtémoc,19.43899,-99.15626,Private room,350,1,0,0.0,1,365
"SUNNY , NICE ROOM TRENDY CONDESA...",1969996,Gloria,Cuauhtémoc,19.40646,-99.17535,Private room,842,3,3,0.05,5,0
Little room near Colonia Condesa,16118272,Fereshde,Cuauhtémoc,19.40495,-99.17371,Private room,210,1,1,0.02,1,177
Amazing Loft @ Iconic Building R27,16636749,Ximena,Cuauhtémoc,19.43547,-99.15318,Entire home/apt,2061,3,102,1.34,2,353
"Cozzy Studio In Condesa, Mexico DF",16639078,Veronica,Cuauhtémoc,19.40596,-99.17049,Entire home/apt,815,1,72,1.01,1,271
Deluxe room with balcony,8069764,Pico,Cuauhtémoc,19.42379,-99.15537,Private room,1250,1,3,0.04,8,365
Cozy in the Juarez! Short or Long stay!,2346707,Margarita,Cuauhtémoc,19.42646,-99.16036,Entire home/apt,937,3,30,0.44,3,329
NEW nice clean illuminated located,10917267,Christian,Cuauhtémoc,19.42091,-99.17014,Entire home/apt,1383,1,153,1.86,13,84
Comfortable apartment in La Condesa,198640,Luis,Cuauhtémoc,19.41023,-99.17655,Entire home/apt,600,2,162,1.96,1,180
Confortable habitación,16874299,Mercedes,Cuauhtémoc,19.43294,-99.15957,Private room,1050,1,0,0.0,1,97
Habitación individual en casa,14123007,Sergio,Tlalpan,19.29645,-99.23319,Private room,250,3,16,0.21,2,2
Gorgeous 2 BR furnished loft,5286231,Armando,Benito Juárez,19.39229,-99.17625,Entire home/apt,1199,2,27,0.61,1,353
Big bedroom by San Angel,17085965,Luis,Álvaro Obregón,19.34028,-99.20049,Private room,250,14,4,0.07,1,179
Habitación en zona bien ubicada,17019424,Melba,Benito Juárez,19.37538,-99.16121,Private room,400,1,1,0.03,1,178
Whole apt. Tabachin Mex,17224984,Jorge,Miguel Hidalgo,19.4504,-99.18019,Entire home/apt,818,2,45,0.64,1,0
Short-Term Room w/airport shuttle,17468617,Rafael,Coyoacán,19.33677,-99.12351,Entire home/apt,1069,7,1,0.02,5,364
HABITACIÓN CENTRICA,16297760,Dorian,Cuauhtémoc,19.41907,-99.16081,Private room,583,1,3,0.04,1,363
CUARTO EN EXCELENTE UBICACION Y EXCELENTE CASA,15769731,David,Benito Juárez,19.38618,-99.17167,Private room,700,1,0,0.0,1,0
SUITES BOSQUES MEDICA SUR,17650235,Chelita,Coyoacán,19.29943,-99.15585,Private room,611,1,0,0.0,3,365
"Enlighted & Panoramic, brand new apartment",377569683,Fernanda,Gustavo A. Madero,19.47854,-99.1335,Entire home/apt,539,5,32,0.42,1,37
Renta Loft en zona Lomas,2535130,Yolanda,Miguel Hidalgo,19.41675,-99.23121,Entire home/apt,700,15,0,0.0,1,0
Nice spacious apartment in Condesa,15943778,Yvonne,Cuauhtémoc,19.40645,-99.16959,Entire home/apt,1145,10,10,0.13,2,363
Penthouse with terrace in Colonia Roma by Condesa,18015070,Maria Del Pilar,Cuauhtémoc,19.41232,-99.16073,Entire home/apt,615,4,155,1.91,6,304
"Great apartment in Roma Sur, the best location",16642623,Rudy,Cuauhtémoc,19.40702,-99.16002,Entire home/apt,850,5,22,0.62,1,121
Independent stay near Independence Angel - Reforma,18112590,Carlos,Cuauhtémoc,19.43224,-99.16942,Entire home/apt,521,1,218,4.6,1,362
ONE ROOM LOFT AT LOMAS DE CHAPULTEPEC,18149939,Charyl,Miguel Hidalgo,19.43293,-99.21078,Entire home/apt,830,7,29,0.39,2,363
GREAT VIWE WITH GREAT PEOPLE,18259367,Hector,Miguel Hidalgo,19.41237,-99.18526,Private room,610,1,22,0.29,4,365
Coyoacan Frida Bars PrivBath&pool,12709193,Inder,Benito Juárez,19.36007,-99.1641,Private room,341,1,107,1.33,1,177
Nice Loft in the heart of Polanco,18334496,Nando,Miguel Hidalgo,19.43215,-99.18851,Entire home/apt,1217,1,470,5.78,5,169
PRIVATE BEDROOM SANTA FE - CUAJIMALPA,17429596,Paola,Cuajimalpa de Morelos,19.36898,-99.29595,Private room,502,3,1,0.02,1,121
Awesome Reforma Avenue Apartment,18703154,Alejandro,Cuauhtémoc,19.43236,-99.15652,Private room,1335,1,5,0.06,1,365
"Polanco 3bed,2bath amenities Antara",18725178,Jorge,Miguel Hidalgo,19.44237,-99.20117,Entire home/apt,1643,2,220,2.8,2,0
nice rooms in nice centric house,18744018,,Miguel Hidalgo,19.44342,-99.21383,Private room,1215,2,0,0.0,1,180
LatinFolk Apt w/Security 24/7 near airpt btw DT/So,12589029,Jhovana,Benito Juárez,19.39325,-99.14203,Entire home/apt,800,1,0,0.0,1,178
Very cool apartment with terrace in Roma Norte,16700013,Lisi Y Luis Manuel,Cuauhtémoc,19.41441,-99.16323,Entire home/apt,1006,6,256,3.23,1,309
Habitación en casa de Coyoacan,13707548,José Manuel,Coyoacán,19.33402,-99.14928,Private room,450,1,1,0.02,1,364
An oasis garden duplex in Condesa,4470531,Sofia,Cuauhtémoc,19.41557,-99.17292,Entire home/apt,2054,10,11,0.19,1,0
RECAMARA EN BONITA CASA EN CONDOMIN,19236406,Maria Elena,Tlalpan,19.29005,-99.13694,Private room,287,30,0,0.0,1,2
Private Clean & Cozy Loft-60 Mg WFi,18242899,Jordi,Benito Juárez,19.37582,-99.1605,Entire home/apt,590,10,71,0.89,5,58
Ample room with view and excellent location!,19309494,Pavlova,Tlalpan,19.30033,-99.23164,Private room,411,5,0,0.0,1,0
Ambiente de pueblo,19314659,Carlos,La Magdalena Contreras,19.31317,-99.25536,Private room,1000,1,0,0.0,1,0
Private Room in Downtown Mexico City,1502998,Natalia,Cuauhtémoc,19.45171,-99.16033,Private room,412,2,5,0.08,1,362
Cozy bright room in Roma Norte!!,10249840,José Carlos,Cuauhtémoc,19.4174,-99.16169,Private room,474,2,54,0.69,1,89
Private Bedroom 4 One in SantaFe residential zone,19637328,Rafael,Álvaro Obregón,19.37014,-99.24816,Private room,213,30,4,0.08,1,151
Cozy Studio with terrace in Coyoacan,19806027,José Manuel,Coyoacán,19.3439,-99.16784,Private room,620,4,24,0.31,2,365
In the heart of La Condesa,2653797,Belén,Cuauhtémoc,19.41291,-99.17511,Private room,360,1,16,0.25,2,358
"15th floor apartment Roma Norte, Mexico City",10731286,Larren,Cuauhtémoc,19.42044,-99.16682,Entire home/apt,999,2,280,5.83,2,304
Pequeño departamento con vista a Bellas Artes,19979617,Analia,Cuauhtémoc,19.43728,-99.14224,Entire home/apt,678,3,231,2.89,4,0
Lovely Room Downtown,17551851,Ayesha,Cuauhtémoc,19.43522,-99.13684,Private room,300,1,43,0.54,1,0
CercaWTC Roma Polanco StaFe Napoles,19985266,Raúl,Álvaro Obregón,19.3919,-99.19238,Private room,515,1,0,0.0,1,365
Great view over the city,1555784,Ricardo,Miguel Hidalgo,19.41994,-99.17732,Private room,577,3,2,0.04,1,365
"Chalet del Carmen, Coyoacán 1",20018764,Manuel,Coyoacán,19.35443,-99.16604,Private room,1846,1,0,0.0,3,365
Comfortable Room in Excellent Location.,20030198,Ricardo,Benito Juárez,19.39052,-99.15944,Entire home/apt,476,3,44,0.57,4,349
Executive SUITE - 2 blocks from WTC,17843455,Maya,Benito Juárez,19.39664,-99.17516,Entire home/apt,750,3,87,1.56,3,0
Entire Apartment in Colonia Centro,6790709,Scott,Cuauhtémoc,19.42881,-99.14792,Entire home/apt,557,3,69,0.89,1,330
Pretty Pretty Pretty Apt Indoor-Outdoor Space in La Roma,6522855,Salvador,Cuauhtémoc,19.41964,-99.16893,Entire home/apt,2082,1,335,4.19,2,237
Jack Kerouac's Cozy Den in Roma Norte,4028100,,Cuauhtémoc,19.41321,-99.15943,Entire home/apt,600,6,50,0.63,2,278
"Chalet del Carmen, Coyoacán 2",20018764,Manuel,Coyoacán,19.35557,-99.16584,Private room,1231,1,1,0.05,3,365
"Habitación privada en Polanco, baño privado, queen",19865487,,Miguel Hidalgo,19.43919,-99.18552,Private room,850,1,5,0.19,1,1
Heart of the hippest hood in DF,3611390,Eli,Cuauhtémoc,19.4089,-99.17479,Shared room,299,2,75,1.07,1,179
Apartment in great location. Ample and comfortable,3151538,Leon,Miguel Hidalgo,19.40591,-99.18833,Entire home/apt,2041,7,7,0.09,2,178
Nice furnished apartmt in Mex City- Roma Norte,20442452,,Cuauhtémoc,19.42139,-99.16748,Entire home/apt,1229,3,29,0.37,1,60
WONDERFUL ROOM IN A HOUSE,20456562,Sergio,Tlalpan,19.29362,-99.16224,Private room,300,1,29,0.36,4,365
Bon vivant apartment,18822337,Ruben,Cuauhtémoc,19.45254,-99.16312,Entire home/apt,1009,1,38,0.55,2,364
Independent Jr. Suite  with Patio,11109259,Juan Carlos,Coyoacán,19.34015,-99.15832,Entire home/apt,300,1,54,0.74,1,344
FURNISHED ROOM,20538109,Patty,Cuauhtémoc,19.40908,-99.17582,Private room,205,1,0,0.0,1,362
Amplia recámara con vestidor y baño,20532650,Martha,Tlalpan,19.29296,-99.15928,Private room,650,3,9,0.16,1,0
Beautiful rooms in Coyoacán,20646250,Elisa,Coyoacán,19.34214,-99.16809,Private room,279,3,1,0.02,3,365
Great duplex nearJuárez/Roma/Zona Rosa,20667217,,Cuauhtémoc,19.43319,-99.15964,Entire home/apt,1208,7,8,0.1,3,351
Beautiful Cozy Private room RomaNte,20738791,Salvador,Cuauhtémoc,19.42164,-99.16834,Private room,737,1,8,0.1,1,365
Private studio apartment Roma Sur authentic CDMX,20905627,Victor,Cuauhtémoc,19.4049,-99.16206,Entire home/apt,654,2,123,1.59,1,222
Room in a shared apartament,20271808,Jhoana,Cuauhtémoc,19.435,-99.15921,Private room,655,2,0,0.0,2,365
Elegant bedrooms in a fully equipped apartment,20264437,Kika,Miguel Hidalgo,19.43825,-99.21371,Private room,600,3,21,0.27,2,365
